file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
DSM_0.2_Custom_Instructions_v1.1.md,513,appendix,A,"| Setup / Environment | 2.1, Appendix A | -- |",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.0700,55,12,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,514,appendix,B.2,"| Exploration / EDA | 2.2, Appendix B.2 | -- |",Phase 1 Deep Dive: Exploration,,0.1350,65,5,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,517,section,4.4,"| Evaluation / Benchmarking | 2.4, DSM 4.0 Section 4.4 | Appendix C.1.3 (Expe...",Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.0411,63,15,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,517,section,5.2.1,"| Evaluation / Benchmarking | 2.4, DSM 4.0 Section 4.4 | Appendix C.1.3 (Expe...",Experiment Tracking,**When to Use:**,0.1814,63,4,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,517,appendix,C.1.3,"| Evaluation / Benchmarking | 2.4, DSM 4.0 Section 4.4 | Appendix C.1.3 (Expe...",Capability Experiment Template,"**When to Use:** Testing system behaviors, edge cases, or capabilities where ...",0.0829,63,37,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,518,section,2.5.9,| Communication | 2.5 | Section 2.5.9 (Blog Style Guide) |,Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.1342,53,16,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,520,appendix,C.1,"For evaluation phases, check Appendix C.1 for experiment templates before bui...",Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.0797,49,14,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,541,section,15,"**IDE Permission Mode:** When using Claude Code in VS Code, set `""claudeCode....",GitHub Repository Setup Checklist,,0.0000,80,4,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,603,section,2.1,"- Section references: Use ""Section 2.1"" instead of ""Phase 0""",Phase 0: Environment Setup,,0.0517,47,4,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,605,section,2.1.9,- Section 2.1.9: Business Understanding Foundation (v1.3.0),Business Understanding Foundation,**Purpose:** Establish business context before data exploration. This isn't s...,0.1841,49,22,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,606,section,2.2,- Section 2.2: Three-Layer EDA Framework (v1.3.0),Phase 1: Exploration,,0.1343,61,3,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,609,appendix,A,"- Appendix A: Environment Setup Details - Package details, troubleshooting, e...",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.4118,70,12,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,610,appendix,B,"- Appendix B: Phase Deep Dives - Detailed phase guidance with examples, scale...",Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.4034,76,12,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,611,appendix,C,- Appendix C: Advanced Practices Detailed - Tier 2-4 implementations,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.3256,75,13,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,612,appendix,D,"- Appendix D: Domain Adaptations - Time series, NLP, CV, clustering",Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.1385,75,10,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,613,appendix,E,"- Appendix E: Quick Reference + File Naming - Checklists, commands, decision ...",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1953,69,11,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,636,section,4.1.2,"- Hierarchical numbering enables easy referencing (""See Section 4.1.2"")",Decision Log Template,,0.0000,44,3,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,751,section,6.1,- Reference methodology Section 6.1 for session handoff templates,Session Management,,0.0000,50,2,False,insufficient,
DSM_0.2_Custom_Instructions_v1.1.md,754,section,6.1.5,"follow Section 6.1.5 Session Close-Out Protocol (commit, push, handoff; plus",Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.2705,51,15,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,790,section,2,"- Do not use ""Phase X"" references (use ""Section 2.X"" format)",Making Changes,**Fork and Clone:**,0.0000,46,4,True,drift,
DSM_0.2_Custom_Instructions_v1.1.md,820,section,6.1,Reference: See Methodology Section 6.1 (Session Management) for handoff templ...,Session Management,,0.0000,28,2,False,insufficient,
DSM_0.2_Custom_Instructions_v1.1.md,826,section,2.1,"- **Environment Setup**: Section 2.1 (was ""Phase 0"")",Phase 0: Environment Setup,,0.3881,39,4,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,827,section,2.2,"- **Exploration**: Section 2.2 (was ""Phase 1"")",Phase 1: Exploration,,0.4376,40,3,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,828,section,2.3,"- **Feature Engineering**: Section 2.3 (was ""Phase 2"")",Phase 2: Feature Engineering,,0.4041,41,4,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,829,section,2.4,"- **Analysis**: Section 2.4 (was ""Phase 3"")",Phase 3: Analysis,,0.4173,40,3,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,830,section,2.5,"- **Communication**: Section 2.5 (was ""Phase 4"")",Phase 4: Communication,,0.4718,37,3,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,831,section,6.1,- **Session Management**: Section 6.1,Session Management,,0.0000,34,2,False,insufficient,
DSM_0.2_Custom_Instructions_v1.1.md,832,section,4.1,- **Decision Log**: Section 4.1,Decision Log Framework,,0.1987,31,3,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,833,section,4.3,- **Stakeholder Communication**: Section 4.3,Stakeholder Communication,,0.0000,29,2,False,insufficient,
DSM_0.2_Custom_Instructions_v1.1.md,837,appendix,A,- Environment details: Appendix A,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1910,31,12,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,838,appendix,B,- Phase deep dives: Appendix B,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.2450,32,12,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,839,appendix,C,- Advanced practices: Appendix C,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2639,30,13,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,840,appendix,D,- Domain adaptations: Appendix D,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.1124,34,10,True,match,
DSM_0.2_Custom_Instructions_v1.1.md,841,appendix,E,- Quick reference: Appendix E,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1319,35,11,True,match,
DSM_0_START_HERE_Complete_Guide.md,19,section,5,**Then:** Start working with AI code assistant following the patterns in Sect...,Pull Request Process,**Update Documentation:**,0.0000,49,5,True,drift,
DSM_0_START_HERE_Complete_Guide.md,45,section,2,"**Key sections:** Section 2: Project Structure Patterns (NEW in v1.3.18), Ada...",Making Changes,**Fork and Clone:**,0.0000,90,4,True,drift,
DSM_0_START_HERE_Complete_Guide.md,45,section,4.4,"**Key sections:** Section 2: Project Structure Patterns (NEW in v1.3.18), Ada...",Tests vs Capability Experiments,Software projects use two distinct validation approaches. Understanding when ...,0.1376,90,15,True,match,
DSM_0_START_HERE_Complete_Guide.md,45,section,4.4.1,"**Key sections:** Section 2: Project Structure Patterns (NEW in v1.3.18), Ada...",Fixture Validation Principle,"Before writing tests against synthetic fixtures, verify the fixture format ma...",0.1088,90,31,True,match,
DSM_0_START_HERE_Complete_Guide.md,45,section,16,"**Key sections:** Section 2: Project Structure Patterns (NEW in v1.3.18), Ada...",Beyond DSM: Production & MLOps,DSM focuses on building ML applications through the 4-phase workflow. For pro...,0.2007,90,18,True,match,
DSM_0_START_HERE_Complete_Guide.md,49,section,1.3,"- Section 1.3: Core Philosophy (communication style, factual accuracy)",Project Management Guidelines (Planning Framework),"**File:** `DSM_2.0_ProjectManagement_Guidelines_v2_v1.1.md` (core, always use...",0.0462,81,15,True,drift,
DSM_0_START_HERE_Complete_Guide.md,50,section,3,- Section 3: Communication & Working Style,Standards to Follow,**Documentation Style:**,0.1848,42,4,True,match,
DSM_0_START_HERE_Complete_Guide.md,51,appendix,A,- Appendix A: Environment Setup Details,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1518,47,12,True,match,
DSM_0_START_HERE_Complete_Guide.md,52,appendix,E,- Appendix E: Quick Reference,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1751,46,11,True,match,
DSM_0_START_HERE_Complete_Guide.md,55,section,2,- Section 2: Core Workflow (use adapted phases),Making Changes,**Fork and Clone:**,0.0000,41,4,True,drift,
DSM_0_START_HERE_Complete_Guide.md,56,section,4.1,- Section 4.1: Decision Log (use architectural template),Decision Log Framework,,0.1828,38,3,True,match,
DSM_0_START_HERE_Complete_Guide.md,57,section,2.5,- Section 2.5: Communication phase (use documentation focus),Phase 4: Communication,,0.1853,39,3,True,match,
DSM_0_START_HERE_Complete_Guide.md,74,section,2,"**Key sections:** Section 2: Project Structure Patterns (hub vs spoke), Secti...",Making Changes,**Fork and Clone:**,0.0782,76,4,True,drift,
DSM_0_START_HERE_Complete_Guide.md,74,section,3,"**Key sections:** Section 2: Project Structure Patterns (hub vs spoke), Secti...",Standards to Follow,**Documentation Style:**,0.0725,76,4,True,drift,
DSM_0_START_HERE_Complete_Guide.md,74,section,6,"**Key sections:** Section 2: Project Structure Patterns (hub vs spoke), Secti...",Common Patterns,,0.0000,76,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,74,section,7,"**Key sections:** Section 2: Project Structure Patterns (hub vs spoke), Secti...",Tips for Success,,0.0000,76,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,74,section,10,"**Key sections:** Section 2: Project Structure Patterns (hub vs spoke), Secti...",Streamlit Cloud Deployment Checklist,When deploying to Streamlit Community Cloud:,0.0000,76,8,True,drift,
DSM_0_START_HERE_Complete_Guide.md,79,section,2.5,"- Section 2.5: Communication standards, writing conventions",Phase 4: Communication,,0.1194,45,3,True,match,
DSM_0_START_HERE_Complete_Guide.md,80,section,6.1,"- Section 6.1: Session management (handoffs, checkpoints)",Session Management,,0.0000,48,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,83,section,2.1,"- Section 2.1-2.4: Environment setup, EDA, feature engineering, modeling",Phase 0: Environment Setup,,0.2486,36,4,True,match,
DSM_0_START_HERE_Complete_Guide.md,101,section,6.4,**Optional: DSM Feedback Tracking** - Create two feedback files in `docs/feed...,Checkpoint and Feedback Protocol,,0.3536,66,3,True,match,
DSM_0_START_HERE_Complete_Guide.md,248,section,1,- Section 1: Introduction & Philosophy,Before Starting,Check existing issues to avoid duplication,0.0000,34,6,True,drift,
DSM_0_START_HERE_Complete_Guide.md,249,section,2,- Section 2: The Four-Phase Workflow,Making Changes,**Fork and Clone:**,0.0000,38,4,True,drift,
DSM_0_START_HERE_Complete_Guide.md,264,section,3,- Section 3: Communication & Working Style,Standards to Follow,**Documentation Style:**,0.1612,48,4,True,match,
DSM_0_START_HERE_Complete_Guide.md,265,section,4,- Section 4: Project Management Integration,Commit Guidelines,**Commit Message Format:**,0.0000,49,5,True,drift,
DSM_0_START_HERE_Complete_Guide.md,266,section,5,- Section 5: Advanced Complexity Practices (10 optional practices),Pull Request Process,**Update Documentation:**,0.0000,49,5,True,drift,
DSM_0_START_HERE_Complete_Guide.md,267,section,6,- Section 6: Tools & Best Practices,Common Patterns,,0.0000,49,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,271,section,7,- Section 7: Domain-Specific Considerations,Tips for Success,,0.0000,42,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,272,section,8,- Section 8: Success Patterns & Anti-Patterns,Troubleshooting,,0.0000,40,1,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,280,appendix,C.1.3,"- Experiment Tracking, Hypothesis Management (Appendix C.1.3 for evaluation p...",Capability Experiment Template,"**When to Use:** Testing system behaviors, edge cases, or capabilities where ...",0.0850,41,37,True,drift,
DSM_0_START_HERE_Complete_Guide.md,287,appendix,A,#### Appendix A: Environment Setup Details,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.6330,35,12,True,match,
DSM_0_START_HERE_Complete_Guide.md,303,appendix,B,#### Appendix B: Phase Deep Dives,Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.4470,56,12,True,match,
DSM_0_START_HERE_Complete_Guide.md,318,appendix,C,#### Appendix C: Advanced Practices Detailed,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.7305,33,13,True,match,
DSM_0_START_HERE_Complete_Guide.md,334,appendix,D,#### Appendix D: Domain Adaptations,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.4911,47,10,True,match,
DSM_0_START_HERE_Complete_Guide.md,346,appendix,E,#### Appendix E: Quick Reference,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.7135,28,11,True,match,
DSM_0_START_HERE_Complete_Guide.md,450,section,6.3,- DSM version propagation mechanism (Section 6.3): how spoke projects detect ...,Troubleshooting,,0.0000,45,1,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,451,section,6.4,- Bidirectional project inbox pattern (Section 6.4): ongoing hub-spoke commun...,Checkpoint and Feedback Protocol,,0.0000,49,3,True,drift,
DSM_0_START_HERE_Complete_Guide.md,580,appendix,A,**Environment troubleshooting:** See **Appendix A** in DSM_1.0_Methodology_Ap...,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.2921,50,12,True,match,
DSM_0_START_HERE_Complete_Guide.md,588,appendix,A.3,"For **domain-specific package lists**, see **Appendix A.3** in DSM_1.0_Method...",Domain-Specific Extensions,,0.0000,34,2,False,insufficient,
DSM_0_START_HERE_Complete_Guide.md,674,appendix,E,"| Make major decision | Methodology + Appendix E | ""Document this decision us...",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0102,107,11,True,drift,
DSM_0_START_HERE_Complete_Guide.md,676,section,2.5,"| Communicate to stakeholders | Methodology Section 2.5 | ""Draft update using...",Phase 4: Communication,,0.1642,104,3,True,match,
DSM_0_START_HERE_Complete_Guide.md,678,appendix,E,"| Phase transition | Methodology + Appendix E | ""Complete Phase 1 checklist f...",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0108,100,11,True,drift,
DSM_0_START_HERE_Complete_Guide.md,678,appendix,E,"| Phase transition | Methodology + Appendix E | ""Complete Phase 1 checklist f...",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0108,100,11,True,drift,
DSM_0_START_HERE_Complete_Guide.md,679,appendix,C,"| Advanced practice setup | Appendix C | ""Implement experiment tracking per A...",Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.0640,90,13,True,drift,
DSM_0_START_HERE_Complete_Guide.md,679,appendix,C,"| Advanced practice setup | Appendix C | ""Implement experiment tracking per A...",Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.0640,90,13,True,drift,
